Ulrich-von-Hutten-Str.|Potsdam||-13451,-3054
Ungerstr.|Potsdam||-17462,-965
Ungerstr.|Potsdam||-15912,-2991
Unter den Eichen|Potsdam||-10389,-4117
Verkehrshof|Potsdam||-9079,-5603
Verlängerte Amtsstr.|Potsdam||-15335,1397
Virchowstr.|Potsdam||-9190,-727
Vogelbeerenweg|Potsdam||-17560,33
Vogelsang|Potsdam||-11303,-3924
Vogelweide|Potsdam||-13071,1697
Voltaireweg|Potsdam||-13938,-441
Voltastr.|Potsdam||-10738,-1968
Wagnerstr.|Potsdam||-8388,-2723
Waldhornweg|Potsdam||-7322,-3502
Waldmüllerstr.|Potsdam||-10156,143
Waldstadt|Potsdam||-11261,-3579
Waldstadt I|Potsdam||-9951,-4676
Waldstadt II|Potsdam||-10483,-4975
Waldstr.|Potsdam||-11428,-3726
Wall am Kiez|Potsdam||-13570,-1668
Walter-Klausch-Str.|Potsdam||-10213,-2903
Wannseestr.|Potsdam||-9836,61
Wasserstr.|Potsdam||-9968,-131
Wattstr.|Potsdam||-10530,-2242
Weberplatz|Potsdam||-10458,-1685
Weg nach Bornim|Potsdam||-16945,-555
Weidenhof|Potsdam||-10368,-3739
Weinbergstr.|Potsdam||-13614,-680
Weinbergterrassen|Potsdam||-14258,-770
Weinmeisterweg|Potsdam||-10386,2427
Weißdornweg|Potsdam||-17545,-89
Werderscher Damm|Potsdam||-18200,-2280
Werderscher Weg|Potsdam||-15873,-2090
Werner-Seelenbinder-Str.|Potsdam||-13143,-1582
Wetzlarer Str.|Potsdam||-8694,-3095
Wichgrafstr.|Potsdam||-10288,-1704
Wielandstr.|Potsdam||-14390,-2173
Wieselkiez|Potsdam||-9741,-3860
Wiesenhof|Potsdam||-10122,-3845
Wiesenstr.|Potsdam||-11719,-1810
Wiesenweg|Potsdam||-9670,-4026
Wildapfelweg|Potsdam||-17761,-171
Wildbirnenweg|Potsdam||-17636,-280
Wildeberstr.|Potsdam||-7478,-3483
Wildkirschenweg|Potsdam||-17670,86
Wilhelm-Leuschner-Str.|Potsdam||-10263,418
Wilhelm-Staab-Str.|Potsdam||-13134,-1315
Willi-Schiller-Weg|Potsdam||-7209,-4533
Willy-A.-Kleinau-Weg|Potsdam||-7399,-4504
Windmühlenweg|Potsdam||-17310,1303
Windspiel|Potsdam||-19700,4368
Wohngebiet Drewitz|Potsdam||-6966,-4051
Wolfgang-Staudte-Str.|Potsdam||-7416,-4715
Wollestr.|Potsdam||-11006,-1429
Wublitzstr.|Potsdam||-20016,2173
Yorckstr.|Potsdam||-13181,-1360
Zentrum-Ost|Potsdam||-11868,-1068
Zeppelinstr.|Potsdam||-17043,-4769
Zimmerplatz|Potsdam||-14058,-1333
Zimmerstr.|Potsdam||-13917,-1252
Ziolkowskistr.|Potsdam||-7882,-3324
Zum Hauptbahnhof|Potsdam||-16232,-4142
Zum Heizwerk|Potsdam||-9693,-5482
Zum Jagenstein|Potsdam||-10763,-4480
Zum Kahleberg|Potsdam||-11004,-4674
Zum Kirchsteigfeld|Potsdam||-8056,-4228
Zum Teich|Potsdam||-7756,-5133
Zum Teufelssee|Potsdam||-10496,-5420
Zur Historischen Mühle|Potsdam||-14436,-718
Zur Nuthe|Potsdam||-9809,-4239
