# -*- text -*-
# Punkt	      Kreuzung                           Dir    Zyk grün      rot
# ----------------------------------------------------------------------------
Do, 22.10.1998
# ----------------------------------------------------------------------------
Fr, 30.10.1998
15263,10747   Hauptstr./Karlshorster Str.        N->S       08:44:09  08:44:38
15263,10747   Hauptstr./Karlshorster Str. (Rad)  O->W       08:44:46
14641,10552   Markgrafendamm/Persiusstr.         N->S       08:47:13
14558,10264   Stralauer Str./Markgrafendamm      N->S       08:48:29
14193,9746    Elsenstr./Puschkinallee            N->S   90  08:49:33  08:50:03
13335,9019    Harzer Str./Wildenbruchstr.        NW->SO 70  09:00:34  08:59:38
12925,8494    Erkstr./Sonnenallee                NO->W      09:03:49
12771,8439    Erkstr./Donaustr.                  O->W       09:04:34
12195,8436    Flughafenstr./Reuterstr.           O->W   60  09:06:54  09:06:21
11898,8362    Flughafenstr./Hermannstr.          O->W   60  09:06:36  09:06:46
11632,8302    Flughafenstr./Fontanestr.          O->W       09:10:44  09:10:13
10213,8665    Columbiadamm/Golßener Str.         O->W   65  09:14:42  09:14:11
9801,8683     Columbiadamm/Friesenstr.           O->W   70  09:16:19  09:15:47
9395,8726     Columbiadamm/Platz der Luftbrücke  O->W   70  09:18:23  09:18:53
9229,8785     Dudenstr./Mehringdamm              O->W   80  09:20:00  09:20:23
8982,8781     Dudenstr./Methfesselstr.           O->W       09:22:05

# Punkt	      Kreuzung                           Dir    Zyk grün      rot
# ----------------------------------------------------------------------------
Sa, 31.10.1998
8594,8777     Dudenstr./Katzbachstr.             O->W       12:58:04  12:57:22
8291,8773     Dudenstr./Loewenhardtdamm          O->W       12:58:51  12:58:18
7795,8765     Kolonnenstr./Hohenfriedbergstr.    O->W                 12:59:55
7497,8916     Kolonnenstr./Feurigstr.            O->W       13:01:36  13:01:10
6935,8208     Ebersstr/Dominicusstr.             NO->SW 60  13:05:49  13:05:04
6409,8026     Ebersstr/Innsbrucker Platz         O->W       13:09:03
5634,8004     Wexstr./Prinzregentenstr.          O->W       13:11:37
5357,8005     Wexstr./Bundesallee                O->W   60  13:12:18  13:11:36
4793,7992     Detmolder Str./Blissestr.          O->W       13:15:32
4280,8188     Detmolder Str./Mecklenburgische S. SO->NW     13:17:37
3521,9059     Rudolstädter Str./Hohenzollerndamm SO->NW 60  13:20:04  13:20:23
3127,9522     Seesener Str./Paulsborner Str.     SO->NW 60  13:23:45  13:24:10
2770,10024    Westfälische Str./Kurfürstendamm   SO->NW 60  13:28:09
2770,10024    Westfälische Str./Kurfürstendamm   O->W   60  13:29:28  13:29:01
2532,9911     Kurfürstendamm/Schwarzbacher Str.  O->W       13:30:28
2482,9870     Kurfürstendamm/Bornstedter Str.    O->W       13:31:33  13:31:09
1928,10728    Halenseestr./Messedamm (Rad)       S->N   60  13:36:43  13:36:13
1928,10728    Halenseestr./Messedamm (Rad)       O->W   60  13:37:20  13:37:25
2016,11034    Messedamm/Neue Kantstr. (Rad KS)   S->N   120 13:40:00  13:40:05
2016,11034    Messedamm/Neue Kantstr. (Rad KS)   O->W   60  13:42:28  13:42:33
2016,11034    Messedamm/Neue Kantstr. (Rad 1 KS) N->S   60  13:44:00  13:44:05
2016,11034    Messedamm/Neue Kantstr. (Rad 2)    N->S   60  13:45:54  13:45:23
2016,11034    Messedamm/Neue Kantstr. (Rad 1)    W->O   60  13:46:54  13:47:20
2016,11034    Messedamm/Neue Kantstr. (Rad 2 KS) W->O   60  13:47:38  13:47:50
1928,10728    Messedamm/Halenseestr. (Rad)       N->S   60  13:50:49  13:50:55
1557,10306    Messedamm/ehem. Jaffestr. (Rad)    N->S   60  13:53:56  13:53:22
1457,10168    Messedamm/Jaffestr. (Rad)          N->S   60  13:55:24  13:55:39

# Punkt	      Kreuzung                           Dir    Zyk grün      rot
# ----------------------------------------------------------------------------
Sa, 31.10.1998
1457,10168    Jaffestr./Messedamm (Rad)          W->O       15:50:35  15:49:58
2382,9722     Rathenauplatz (Rad 1)              NW->NO 60  15:56:47  15:55:55
2382,9722     Rathenauplatz (Rad 2)              NW->NO 60  15:57:52  15:57:17
2482,9870     Kurfürstendamm/Bornstedter Str.    W->O       15:58:19
2532,9911     Kurfürstendamm/Schwarzbacher Str.  W->O       15:58:26
