# -*- text -*-
# ----------------------------------------------------------------------------
Do, 22.10.1998
6012,8809     Badensche Str./Meraner Str.        W->O       16:15:41
6181,8801     Badensche Str./Innsbrucker Str.    W->O       16:16:39  16:16:03
6460,8688     Martin-Luther-Str./Dominicusstr.   N->SO  70  16:17:36
6460,8688     Martin-Luther-S/Dominicuss. (Auto) O->W   70  16:19:42  16:18:38
6460,8688     Martin-Luther-S/Dominicuss. (Rad)  O->W   70  16:19:29  16:19:35
6860,8878     Belziger Str./Eisenacher Str.      W->O   40  16:21:05  16:21:14
7101,9027     Belziger Str./Akazienstr.          W->O   40  16:22:23  16:22:31
7201,8870     Akazienstr./Hauptstr.              NW->SO     16:23:29
7497,8916     Kolonnenstr./Feurigstr.            W->O       16:24:25
7563,8871     Kolonnenstr./Naumannstr.           W->O       16:25:50  16:25:10
8298,8774     Dudenstr./Loewenhardtdamm          W->O   70  16:27:30  16:26:55
8594,8777     Dudenstr./Katzbachstr              W->O   70  16:27:44  16:28:11

# ----------------------------------------------------------------------------
Mo,  2.11.1998
9248,9350     Kreuzbergstr/Mehringdamm (Auto)    W->O       11:47:18
9248,9350     Kreuzbergstr/Mehringdamm (Rad)     W->O       11:47:16
9753,9252     Bergmannstr/Zossener Str.          W->O       11:47:58  11:48:34
9793,9241     Bergmannstr/Friesenstr. (Rad)      W->O       11:49:18
10198,9405    Baerwaldstr/Gneisenaustr.          S->N                 11:50:16
11141,9732    Grimmstr/Dieffenbachstr.           S->N   50  11:53:32  11:53:07
11023,9597    Grimmstr/Urbanstr.                 S->N       11:53:38

# ----------------------------------------------------------------------------
Mo,  2.11.1998
11023,9597    Grimmstr/Urbanstr.                 N->S       14:29:58
9793,9241     Bergmannstr/Friesenstr. (Rad)      O->W                 11:34:14
9753,9252     Bergmannstr/Zossener Str.          O->W       14:34:48
9489,9309     Bergmannstr/Nostitzstr.            O->W       14:35:46  14:35:18
9248,9350     Bergmannstr/Mehringdamm            O->W       14:36:25
9248,9350     Bergmannstr/Mehringdamm (Rad)      N->S       14:36:53
9229,8785     Mehringdamm/Dudenstr. (Rad)        N->S       14:38:48
8982,8781     Dudenstr/Methfesselstr.            O->W       14:39:35  14:38:57

# ----------------------------------------------------------------------------
Fr,  6.11.1998
9248,9350     Kreuzbergstr/Mehringdamm  (Rad)    W->O       12:05:47
9248,9350     Kreuzbergstr/Mehringdamm  (Auto)   W->O       12:05:49
9489,9309     Bergmannstr/Nostitzstr             W->O       12:06:07
9753,9252     Bergmannstr/Zossener Str.          W->O       12:06:30
9793,9241     Bergmannstr/Friesenstr (Rad)       W->O       12:07:50  12:07:06
11023,9597    Urbanstr/Grimmstr (Rad)            S->N       12:12:09
11023,9597    Urbanstr/Grimmstr (Auto)           S->N       12:12:11
11141,9732    Grimmstr/Dieffenbachstr            S->N       12:12:42

# ----------------------------------------------------------------------------
Di, 10.11.1998
9334,9670     Mehringdamm/Gneisenaustr (Rad)     S->N                 12:29:08
9334,9670     Mehringdamm/Gneisenaustr (Auto)    S->N                 12:29:15
9552,9602     Gneisenaustr/Nostitzstr.           W->O       12:29:40
9790,9528     Gneisenaustr/Zossener Str.         W->O       12:30:58  12:30:23
10198,9405    Gneisenaustr/Baerwaldstr.          W->O   60  12:31:28  12:31:53
10564,9292    Gneisenaustr/Bergmannstr.          W->O   60  12:32:54  12:33:22
11023,9597    Grimmstr/Urbanstr. (Rad)           S->N       12:36:28
11023,9597    Grimmstr/Urbanstr. (Auto)          S->N       12:36:30
11141,9732    Grimmstr/Dieffenbachstr.           S->N       12:36:53

# ----------------------------------------------------------------------------
Di, 10.11.1998
11023,9597    Grimmstr/Urbanstr. (Rad)           N->S   70  16:29:48  16:30:06
11023,9597    Grimmstr/Urbanstr. (Auto)          N->S   70  16:29:50  16:30:08
11089,9751    Grimmstr/Dieffenbachstr.           N->S       16:29:53
10198,9405    Baerwaldstr/Gneisenaustr.          S->N       16:33:53
9753,9252     Bergmannstr/Zossener Str.          O->W       16:35:14  16:34:28
9793,9241     Bergmannstr/Friesenstr. (?)        O->W       16:35:24  16:34:39
9489,9309     Bergmannstr/Nostitzstr.            O->W       16:35:57
9248,9350     Bergmannstr/Mehringdamm            O->W   80  16:36:25  16:36:42

# ----------------------------------------------------------------------------
Di, 10.11.1998
7518,9791     Potsdamer Str/Goebenstr.           S->N       17:25:57  17:25:18
6753,10446    Kleiststr/Eisenacher Str.          O->W       17:33:30  17:32:56
